OBJECTID,FIPS,COUNTY,STATE,POP2020,SQMI,Id,Country code,ENRICH_FID,Aggregation method,Population to polygon size rating for the country,Apportionment confidence for the country,Has data,2021 Education,2021 Avg: Education,2021 Index: Education,2021 Health Care,2021 Index: Health Care,2021 Avg: Health Care,2021 HH Operations,2021 Avg: HH Operations,2021 Index: HH Operations,2021 Total Crime Aggregate,2021 Personal Crime Aggregate,2021 Murder Aggregate,2021 Rape Aggregate,2021 Robbery Aggregate,2021 Assault Aggregate,2021 Property Crime Aggregate,2021 Burglary Aggregate,2021 Larceny Aggregate,2021 Motor Vehicle Theft Aggregate,2021 Total Crime Index,2021 Personal Crime Index,2021 Murder Index,2021 Rape Index,2021 Robbery Index,2021 Assault Index,2021 Property Crime Index,2021 Burglary Index,2021 Larceny Index,2021 Motor Vehicle Theft Index,Invalid1,Invalid2
566,06073020308,San Diego County,CA,6057,0.47000000,15,US,566,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,2550121.00000000,924.96000000,54.00000000,10276203.00000000,60.00000000,3727.31000000,3397925.00000000,1232.47000000,56.00000000,440473.00000000,493732.00000000,199886.00000000,311184.00000000,755627.00000000,426546.00000000,430298.00000000,345458.00000000,445212.00000000,467973.00000000,74.00000000,83.00000000,34.00000000,52.00000000,127.00000000,72.00000000,72.00000000,58.00000000,75.00000000,79.00000000,,
567,06073020309,San Diego County,CA,4372,1.09000000,16,US,567,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,2659006.00000000,2045.39000000,119.00000000,8071002.00000000,100.00000000,6208.46000000,3056220.00000000,2350.94000000,106.00000000,434915.00000000,356882.00000000,152995.00000000,236520.00000000,437500.00000000,348158.00000000,447032.00000000,278202.00000000,447840.00000000,753025.00000000,100.00000000,82.00000000,35.00000000,54.00000000,100.00000000,80.00000000,102.00000000,64.00000000,103.00000000,173.00000000,,
568,06073020401,San Diego County,CA,2425,3.86000000,17,US,568,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,4052959.00000000,4248.38000000,246.00000000,12163636.00000000,204.00000000,12750.14000000,4602724.00000000,4824.66000000,218.00000000,165025.00000000,110657.00000000,30458.00000000,325044.00000000,10500.00000000,116838.00000000,174409.00000000,155863.00000000,194740.00000000,47959.00000000,69.00000000,46.00000000,13.00000000,136.00000000,4.00000000,49.00000000,73.00000000,65.00000000,82.00000000,20.00000000,,
569,06073020403,San Diego County,CA,4338,1.13000000,18,US,569,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,2792546.00000000,2166.44000000,126.00000000,7826664.00000000,97.00000000,6071.89000000,3178368.00000000,2465.76000000,112.00000000,342398.00000000,214667.00000000,108299.00000000,151731.00000000,459206.00000000,130296.00000000,361830.00000000,267235.00000000,361830.00000000,550739.00000000,80.00000000,50.00000000,25.00000000,35.00000000,107.00000000,30.00000000,84.00000000,62.00000000,84.00000000,128.00000000,,
570,06073020404,San Diego County,CA,4967,1.46000000,19,US,570,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,4596408.00000000,2508.96000000,145.00000000,13698377.00000000,120.00000000,7477.28000000,5160106.00000000,2816.65000000,127.00000000,176339.00000000,85317.00000000,186191.00000000,263359.00000000,61311.00000000,65010.00000000,189849.00000000,255001.00000000,171484.00000000,213916.00000000,36.00000000,17.00000000,37.00000000,53.00000000,12.00000000,13.00000000,38.00000000,51.00000000,35.00000000,43.00000000,,
571,06073020405,San Diego County,CA,3634,1.98000000,20,US,571,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,4381855.00000000,3329.68000000,193.00000000,14562411.00000000,177.00000000,11065.66000000,5350926.00000000,4066.05000000,184.00000000,194702.00000000,176868.00000000,121202.00000000,474576.00000000,71202.00000000,172500.00000000,198220.00000000,252934.00000000,184510.00000000,178214.00000000,55.00000000,50.00000000,34.00000000,135.00000000,20.00000000,49.00000000,56.00000000,72.00000000,52.00000000,51.00000000,,
572,06073020500,San Diego County,CA,5380,0.80000000,21,US,572,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,2282246.00000000,1558.91000000,90.00000000,6342418.00000000,69.00000000,4332.25000000,2451415.00000000,1674.46000000,76.00000000,860530.00000000,1048352.00000000,639058.00000000,402182.00000000,1523178.00000000,975894.00000000,830436.00000000,471844.00000000,857824.00000000,1315516.00000000,160.00000000,196.00000000,119.00000000,75.00000000,284.00000000,182.00000000,155.00000000,88.00000000,160.00000000,245.00000000,,
573,06073020601,San Diego County,CA,6066,0.50000000,22,US,573,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,2412903.00000000,1524.26000000,88.00000000,6770955.00000000,69.00000000,4277.29000000,2617412.00000000,1653.45000000,75.00000000,867992.00000000,1314930.00000000,853951.00000000,236082.00000000,2301420.00000000,1110190.00000000,793419.00000000,700476.00000000,642274.00000000,2137765.00000000,144.00000000,219.00000000,142.00000000,39.00000000,383.00000000,185.00000000,132.00000000,117.00000000,107.00000000,356.00000000,,
574,06073020602,San Diego County,CA,6128,0.77000000,23,US,574,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,3462202.00000000,1696.33000000,98.00000000,11354331.00000000,89.00000000,5563.12000000,4115473.00000000,2016.40000000,91.00000000,517690.00000000,720658.00000000,347366.00000000,571793.00000000,909105.00000000,677251.00000000,485511.00000000,549219.00000000,395577.00000000,1052963.00000000,86.00000000,120.00000000,58.00000000,95.00000000,151.00000000,113.00000000,81.00000000,91.00000000,66.00000000,175.00000000,,
575,06073020705,San Diego County,CA,4714,1.30000000,24,US,575,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,3621179.00000000,2610.80000000,151.00000000,9761303.00000000,113.00000000,7037.71000000,3904742.00000000,2815.24000000,127.00000000,200532.00000000,247859.00000000,56888.00000000,822796.00000000,41957.00000000,237458.00000000,193374.00000000,264866.00000000,176875.00000000,176692.00000000,43.00000000,53.00000000,12.00000000,176.00000000,9.00000000,51.00000000,41.00000000,57.00000000,38.00000000,38.00000000,,
576,06073020706,San Diego County,CA,6476,6.44000000,25,US,576,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,7547999.00000000,3440.29000000,199.00000000,24145626.00000000,176.00000000,11005.30000000,8892388.00000000,4053.05000000,183.00000000,469614.00000000,356249.00000000,195204.00000000,785680.00000000,73096.00000000,400353.00000000,490073.00000000,364821.00000000,552004.00000000,283938.00000000,73.00000000,56.00000000,30.00000000,123.00000000,11.00000000,63.00000000,77.00000000,57.00000000,86.00000000,44.00000000,,
577,06073020707,San Diego County,CA,5055,0.46000000,26,US,577,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,2439670.00000000,1578.05000000,91.00000000,6385496.00000000,66.00000000,4130.33000000,2524743.00000000,1633.08000000,74.00000000,565084.00000000,725622.00000000,514842.00000000,830498.00000000,548552.00000000,783930.00000000,537194.00000000,434964.00000000,515424.00000000,893462.00000000,114.00000000,146.00000000,104.00000000,168.00000000,111.00000000,158.00000000,108.00000000,88.00000000,104.00000000,180.00000000,,
578,06073020708,San Diego County,CA,3871,1.75000000,27,US,578,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,3638735.00000000,2803.34000000,162.00000000,12099070.00000000,149.00000000,9321.32000000,4368202.00000000,3365.33000000,152.00000000,364360.00000000,215966.00000000,166698.00000000,362043.00000000,346020.00000000,142822.00000000,388272.00000000,264145.00000000,426595.00000000,342235.00000000,94.00000000,56.00000000,43.00000000,94.00000000,89.00000000,37.00000000,100.00000000,68.00000000,110.00000000,88.00000000,,
579,06073020710,San Diego County,CA,1765,9.88000000,28,US,579,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,2512061.00000000,3710.58000000,215.00000000,8348441.00000000,198.00000000,12331.52000000,3067616.00000000,4531.19000000,205.00000000,113850.00000000,81075.00000000,93150.00000000,167325.00000000,31050.00000000,86250.00000000,119025.00000000,101775.00000000,134550.00000000,36225.00000000,66.00000000,47.00000000,54.00000000,97.00000000,18.00000000,50.00000000,69.00000000,59.00000000,78.00000000,21.00000000,,
580,06073020801,San Diego County,CA,5338,52.28000000,29,US,580,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,6373390.00000000,3432.09000000,199.00000000,18939390.00000000,164.00000000,10198.92000000,7007296.00000000,3773.45000000,171.00000000,396656.00000000,504932.00000000,434812.00000000,302964.00000000,368345.00000000,591317.00000000,381631.00000000,516121.00000000,283714.00000000,871914.00000000,75.00000000,95.00000000,82.00000000,57.00000000,69.00000000,112.00000000,72.00000000,97.00000000,54.00000000,164.00000000,,
581,06073020805,San Diego County,CA,3668,2.79000000,30,US,581,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,2054785.00000000,1777.50000000,103.00000000,6685684.00000000,93.00000000,5783.46000000,2520153.00000000,2180.06000000,99.00000000,340110.00000000,333613.00000000,204771.00000000,226844.00000000,194204.00000000,408523.00000000,341519.00000000,351226.00000000,290874.00000000,725856.00000000,92.00000000,91.00000000,56.00000000,62.00000000,53.00000000,111.00000000,93.00000000,95.00000000,79.00000000,197.00000000,,
582,06073020806,San Diego County,CA,6478,2.68000000,31,US,582,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,3350624.00000000,1575.28000000,91.00000000,12074264.00000000,91.00000000,5676.66000000,4351996.00000000,2046.07000000,93.00000000,581051.00000000,626689.00000000,415789.00000000,312915.00000000,664442.00000000,667804.00000000,571187.00000000,655558.00000000,464228.00000000,1246369.00000000,90.00000000,97.00000000,64.00000000,49.00000000,103.00000000,104.00000000,89.00000000,102.00000000,72.00000000,193.00000000,,
583,06073020807,San Diego County,CA,3015,37.01000000,32,US,583,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,2818818.00000000,2532.63000000,147.00000000,10748226.00000000,155.00000000,9656.99000000,3724284.00000000,3346.17000000,151.00000000,353340.00000000,392600.00000000,157040.00000000,353340.00000000,135900.00000000,504340.00000000,347300.00000000,341260.00000000,323140.00000000,549640.00000000,117.00000000,130.00000000,52.00000000,117.00000000,45.00000000,167.00000000,115.00000000,113.00000000,107.00000000,182.00000000,,
584,06073020810,San Diego County,CA,5353,15.06000000,33,US,584,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,5347317.00000000,3041.70000000,176.00000000,15890275.00000000,145.00000000,9038.84000000,5879168.00000000,3344.24000000,151.00000000,376565.00000000,278866.00000000,200960.00000000,261962.00000000,157912.00000000,332609.00000000,391381.00000000,518839.00000000,306303.00000000,814795.00000000,71.00000000,53.00000000,38.00000000,50.00000000,30.00000000,63.00000000,74.00000000,98.00000000,58.00000000,154.00000000,,
585,06073020811,San Diego County,CA,5865,18.53000000,34,US,585,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,6060568.00000000,2970.87000000,172.00000000,18783596.00000000,148.00000000,9207.65000000,6931100.00000000,3397.60000000,154.00000000,237110.00000000,265006.00000000,230613.00000000,131158.00000000,223897.00000000,302362.00000000,232814.00000000,381308.00000000,174031.00000000,393595.00000000,41.00000000,46.00000000,40.00000000,23.00000000,39.00000000,52.00000000,40.00000000,66.00000000,30.00000000,68.00000000,,
586,06073020902,San Diego County,CA,2274,166.32000000,35,US,586,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,1763797.00000000,2011.17000000,117.00000000,7904035.00000000,145.00000000,9012.58000000,2555293.00000000,2913.68000000,132.00000000,192772.00000000,307432.00000000,285477.00000000,54022.00000000,339738.00000000,336265.00000000,174387.00000000,236050.00000000,138602.00000000,325481.00000000,89.00000000,141.00000000,131.00000000,25.00000000,156.00000000,155.00000000,80.00000000,109.00000000,64.00000000,150.00000000,,
587,06073020903,San Diego County,CA,3335,499.66000000,36,US,587,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,1662660.00000000,1189.31000000,69.00000000,8013249.00000000,92.00000000,5731.94000000,2562686.00000000,1833.11000000,83.00000000,244842.00000000,416800.00000000,279820.00000000,198928.00000000,294238.00000000,504248.00000000,215548.00000000,378924.00000000,160568.00000000,325792.00000000,75.00000000,127.00000000,85.00000000,61.00000000,90.00000000,154.00000000,66.00000000,116.00000000,49.00000000,100.00000000,,
588,06073020904,San Diego County,CA,3209,57.81000000,37,US,588,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,1771387.00000000,1259.88000000,73.00000000,8353939.00000000,95.00000000,5941.64000000,2658799.00000000,1891.04000000,86.00000000,199556.00000000,434101.00000000,425288.00000000,260942.00000000,493355.00000000,437843.00000000,162389.00000000,399880.00000000,65841.00000000,437853.00000000,63.00000000,138.00000000,135.00000000,83.00000000,157.00000000,139.00000000,52.00000000,127.00000000,21.00000000,139.00000000,,
589,06073021202,San Diego County,CA,3606,69.52000000,38,US,589,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,2797754.00000000,1998.40000000,116.00000000,10855598.00000000,124.00000000,7754.00000000,3737955.00000000,2669.97000000,121.00000000,374679.00000000,516621.00000000,526191.00000000,41001.00000000,640218.00000000,544734.00000000,353007.00000000,430515.00000000,292677.00000000,662766.00000000,104.00000000,143.00000000,146.00000000,11.00000000,177.00000000,151.00000000,98.00000000,119.00000000,81.00000000,183.00000000,,
590,06073021204,San Diego County,CA,5525,18.15000000,39,US,590,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,5984076.00000000,3108.61000000,180.00000000,18874045.00000000,157.00000000,9804.70000000,6956947.00000000,3614.00000000,163.00000000,238147.00000000,231985.00000000,293757.00000000,107275.00000000,208767.00000000,260210.00000000,237830.00000000,367261.00000000,161705.00000000,597067.00000000,43.00000000,42.00000000,54.00000000,20.00000000,38.00000000,47.00000000,43.00000000,67.00000000,29.00000000,109.00000000,,
591,06073021205,San Diego County,CA,7051,3.84000000,40,US,591,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,5192565.00000000,1941.87000000,113.00000000,16213029.00000000,97.00000000,6063.21000000,6048222.00000000,2261.86000000,102.00000000,384537.00000000,325747.00000000,90468.00000000,143502.00000000,342132.00000000,349605.00000000,391683.00000000,520994.00000000,351108.00000000,468257.00000000,55.00000000,47.00000000,13.00000000,21.00000000,49.00000000,50.00000000,56.00000000,75.00000000,51.00000000,67.00000000,,
592,06073021206,San Diego County,CA,3133,16.54000000,41,US,592,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,3739544.00000000,3274.56000000,190.00000000,9676966.00000000,136.00000000,8473.70000000,3806893.00000000,3333.53000000,151.00000000,287922.00000000,251166.00000000,217473.00000000,21441.00000000,349182.00000000,251166.00000000,294048.00000000,284859.00000000,272607.00000000,471702.00000000,94.00000000,82.00000000,71.00000000,7.00000000,114.00000000,82.00000000,96.00000000,93.00000000,89.00000000,154.00000000,,
593,06073021302,San Diego County,CA,7725,147.57000000,42,US,593,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,4064892.00000000,2499.93000000,145.00000000,12161881.00000000,120.00000000,7479.63000000,4542433.00000000,2793.62000000,126.00000000,447618.00000000,707676.00000000,600675.00000000,64986.00000000,776589.00000000,790587.00000000,403472.00000000,551704.00000000,256694.00000000,1247955.00000000,59.00000000,93.00000000,79.00000000,9.00000000,102.00000000,104.00000000,53.00000000,72.00000000,34.00000000,164.00000000,,
594,06073021304,San Diego County,CA,2744,31.07000000,43,US,594,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,2969380.00000000,3485.19000000,202.00000000,8823913.00000000,166.00000000,10356.71000000,3264718.00000000,3831.83000000,173.00000000,259018.00000000,212325.00000000,75930.00000000,173887.00000000,157664.00000000,242379.00000000,266353.00000000,228066.00000000,256968.00000000,408438.00000000,97.00000000,79.00000000,28.00000000,65.00000000,59.00000000,90.00000000,99.00000000,85.00000000,96.00000000,152.00000000,,
595,06073021600,San Diego County,CA,3601,1.22000000,44,US,595,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,2250717.00000000,2291.97000000,133.00000000,7583751.00000000,124.00000000,7722.76000000,2774016.00000000,2824.86000000,128.00000000,197089.00000000,48316.00000000,17228.00000000,56905.00000000,38644.00000000,50313.00000000,221704.00000000,69538.00000000,276324.00000000,102767.00000000,56.00000000,14.00000000,5.00000000,16.00000000,11.00000000,14.00000000,63.00000000,20.00000000,78.00000000,29.00000000,,
596,06073021800,San Diego County,CA,2149,0.55000000,45,US,596,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,3203085.00000000,3873.14000000,224.00000000,10472476.00000000,203.00000000,12663.21000000,3767961.00000000,4556.18000000,206.00000000,205534.00000000,106037.00000000,33587.00000000,135235.00000000,137995.00000000,89156.00000000,222964.00000000,104942.00000000,250020.00000000,235480.00000000,103.00000000,53.00000000,17.00000000,68.00000000,69.00000000,45.00000000,112.00000000,53.00000000,125.00000000,118.00000000,,
597,06073021900,San Diego County,CA,7294,2.29000000,46,US,597,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,739688.00000000,1306.87000000,76.00000000,1868527.00000000,53.00000000,3301.28000000,728494.00000000,1287.09000000,58.00000000,959805.00000000,1304376.00000000,353142.00000000,1041750.00000000,1895172.00000000,1128915.00000000,899112.00000000,539352.00000000,915390.00000000,1504686.00000000,134.00000000,182.00000000,49.00000000,145.00000000,264.00000000,157.00000000,125.00000000,75.00000000,128.00000000,210.00000000,,
598,06073022000,San Diego County,CA,4366,0.28000000,47,US,598,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,1463257.00000000,1202.35000000,70.00000000,3829871.00000000,50.00000000,3146.98000000,1514282.00000000,1244.27000000,56.00000000,354640.00000000,444312.00000000,239525.00000000,252065.00000000,690503.00000000,379962.00000000,340868.00000000,231990.00000000,266420.00000000,1125553.00000000,82.00000000,103.00000000,55.00000000,58.00000000,160.00000000,88.00000000,79.00000000,54.00000000,62.00000000,260.00000000,,
599,06073013315,San Diego County,CA,,0.49000000,48,US,599,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,2484791.00000000,2263.02000000,131.00000000,8534823.00000000,125.00000000,7773.06000000,3215102.00000000,2928.14000000,132.00000000,160924.00000000,92236.00000000,34156.00000000,195728.00000000,73764.00000000,86420.00000000,170200.00000000,114396.00000000,185440.00000000,184256.00000000,47.00000000,27.00000000,10.00000000,57.00000000,21.00000000,25.00000000,49.00000000,33.00000000,54.00000000,53.00000000,,
600,06073013316,San Diego County,CA,,1.03000000,49,US,600,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,4638270.00000000,2360.44000000,137.00000000,15403210.00000000,126.00000000,7838.78000000,6152933.00000000,3131.26000000,142.00000000,223758.00000000,134709.00000000,70826.00000000,71628.00000000,363841.00000000,57924.00000000,238154.00000000,173302.00000000,202459.00000000,633439.00000000,33.00000000,20.00000000,10.00000000,11.00000000,54.00000000,9.00000000,35.00000000,26.00000000,30.00000000,94.00000000,,
601,06073013317,San Diego County,CA,,6.66000000,0,US,601,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,9994840.00000000,2273.62000000,132.00000000,35086549.00000000,128.00000000,7981.47000000,14229286.00000000,3236.87000000,146.00000000,974143.00000000,691328.00000000,329952.00000000,141408.00000000,2325375.00000000,141408.00000000,1021279.00000000,361376.00000000,942719.00000000,2906718.00000000,62.00000000,44.00000000,21.00000000,9.00000000,148.00000000,9.00000000,65.00000000,23.00000000,60.00000000,185.00000000,,
602,06073013318,San Diego County,CA,,0.63000000,1,US,602,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,5154300.00000000,2273.62000000,132.00000000,18093996.00000000,128.00000000,7981.47000000,7337987.00000000,3236.87000000,146.00000000,492033.00000000,349184.00000000,166656.00000000,71424.00000000,1174529.00000000,71424.00000000,515841.00000000,182528.00000000,476161.00000000,1468162.00000000,62.00000000,44.00000000,21.00000000,9.00000000,148.00000000,9.00000000,65.00000000,23.00000000,60.00000000,185.00000000,,
603,06073013319,San Diego County,CA,,2.96000000,2,US,603,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,6175712.00000000,2537.27000000,147.00000000,21679629.00000000,143.00000000,8907.00000000,8792134.00000000,3612.22000000,163.00000000,486641.00000000,415857.00000000,194656.00000000,53088.00000000,1167938.00000000,185808.00000000,504337.00000000,265440.00000000,415857.00000000,1601491.00000000,55.00000000,47.00000000,22.00000000,6.00000000,132.00000000,21.00000000,57.00000000,30.00000000,47.00000000,181.00000000,,
604,06073013320,San Diego County,CA,,3.09000000,3,US,604,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,4452882.00000000,2535.81000000,147.00000000,15631691.00000000,143.00000000,8901.87000000,6339404.00000000,3610.14000000,163.00000000,317348.00000000,271188.00000000,126939.00000000,34620.00000000,761636.00000000,121169.00000000,328888.00000000,173099.00000000,271188.00000000,1044364.00000000,55.00000000,47.00000000,22.00000000,6.00000000,132.00000000,21.00000000,57.00000000,30.00000000,47.00000000,181.00000000,,
605,06073013321,San Diego County,CA,,0.75000000,4,US,605,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,5422143.00000000,2537.27000000,147.00000000,19034251.00000000,143.00000000,8907.00000000,7719306.00000000,3612.22000000,163.00000000,432961.00000000,369985.00000000,173184.00000000,47232.00000000,1039106.00000000,165312.00000000,448705.00000000,236161.00000000,369985.00000000,1424835.00000000,55.00000000,47.00000000,22.00000000,6.00000000,132.00000000,21.00000000,57.00000000,30.00000000,47.00000000,181.00000000,,
606,06073013322,San Diego County,CA,,0.58000000,5,US,606,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,2931475.00000000,2077.59000000,120.00000000,10290845.00000000,117.00000000,7293.30000000,4173433.00000000,2957.78000000,134.00000000,281436.00000000,97223.00000000,46053.00000000,25585.00000000,307021.00000000,30702.00000000,307021.00000000,209797.00000000,301904.00000000,537286.00000000,55.00000000,19.00000000,9.00000000,5.00000000,60.00000000,6.00000000,60.00000000,41.00000000,59.00000000,105.00000000,,
607,06073013323,San Diego County,CA,,0.76000000,6,US,607,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,3779677.00000000,2069.92000000,120.00000000,13268431.00000000,117.00000000,7266.39000000,5380988.00000000,2946.87000000,133.00000000,352859.00000000,179758.00000000,73235.00000000,39946.00000000,585879.00000000,39946.00000000,386147.00000000,233020.00000000,366174.00000000,845529.00000000,53.00000000,27.00000000,11.00000000,6.00000000,88.00000000,6.00000000,58.00000000,35.00000000,55.00000000,127.00000000,,
608,06073013324,San Diego County,CA,,0.16000000,7,US,608,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,1704877.00000000,2069.03000000,120.00000000,5984913.00000000,116.00000000,7263.24000000,2427171.00000000,2945.60000000,133.00000000,143781.00000000,73247.00000000,29841.00000000,16277.00000000,238731.00000000,16277.00000000,157345.00000000,94950.00000000,149207.00000000,344532.00000000,53.00000000,27.00000000,11.00000000,6.00000000,88.00000000,6.00000000,58.00000000,35.00000000,55.00000000,127.00000000,,
609,06073013325,San Diego County,CA,,0.39000000,8,US,609,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,3399418.00000000,2070.29000000,120.00000000,11933543.00000000,117.00000000,7267.69000000,4839627.00000000,2947.40000000,133.00000000,287504.00000000,146464.00000000,59671.00000000,32548.00000000,477364.00000000,32548.00000000,314626.00000000,189861.00000000,298353.00000000,688923.00000000,53.00000000,27.00000000,11.00000000,6.00000000,88.00000000,6.00000000,58.00000000,35.00000000,55.00000000,127.00000000,,
610,06073013326,San Diego County,CA,,0.60000000,9,US,610,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,2281654.00000000,2091.34000000,121.00000000,7865886.00000000,116.00000000,7209.79000000,3185096.00000000,2919.43000000,132.00000000,252895.00000000,135378.00000000,52566.00000000,53332.00000000,408859.00000000,39395.00000000,275474.00000000,169902.00000000,261264.00000000,596023.00000000,53.00000000,28.00000000,11.00000000,11.00000000,85.00000000,8.00000000,57.00000000,35.00000000,54.00000000,124.00000000,,
611,06073013327,San Diego County,CA,,0.62000000,10,US,611,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,3328266.00000000,2077.57000000,120.00000000,11683766.00000000,117.00000000,7293.24000000,4738330.00000000,2957.76000000,134.00000000,292489.00000000,101042.00000000,47862.00000000,26590.00000000,319079.00000000,31908.00000000,319079.00000000,218038.00000000,313761.00000000,558389.00000000,55.00000000,19.00000000,9.00000000,5.00000000,60.00000000,6.00000000,60.00000000,41.00000000,59.00000000,105.00000000,,
612,06073013422,San Diego County,CA,,2.19000000,11,US,612,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,3682339.00000000,2843.51000000,165.00000000,11553174.00000000,143.00000000,8921.37000000,4515918.00000000,3487.20000000,158.00000000,291616.00000000,231274.00000000,145138.00000000,455656.00000000,60956.00000000,261758.00000000,302720.00000000,267572.00000000,313662.00000000,291548.00000000,68.00000000,54.00000000,34.00000000,106.00000000,14.00000000,61.00000000,70.00000000,62.00000000,73.00000000,68.00000000,,
613,06073013423,San Diego County,CA,,6.00000000,12,US,613,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,2831533.00000000,2919.11000000,169.00000000,9940002.00000000,164.00000000,10247.42000000,4031150.00000000,4155.82000000,188.00000000,175396.00000000,124801.00000000,80952.00000000,128174.00000000,87698.00000000,138293.00000000,185515.00000000,134920.00000000,195634.00000000,205753.00000000,52.00000000,37.00000000,24.00000000,38.00000000,26.00000000,41.00000000,55.00000000,40.00000000,58.00000000,61.00000000,,
614,06073013424,San Diego County,CA,,1.12000000,13,US,614,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.19100000,2.57600000,1,4139289.00000000,2316.33000000,134.00000000,15113268.00000000,136.00000000,8457.34000000,6006302.00000000,3361.11000000,152.00000000,519470.00000000,248005.00000000,64180.00000000,128192.00000000,509248.00000000,167739.00000000,561698.00000000,248173.00000000,618170.00000000,729604.00000000,86.00000000,41.00000000,11.00000000,21.00000000,84.00000000,28.00000000,93.00000000,41.00000000,102.00000000,121.00000000,,
